labMIT-1.0.txt;;;;;;;
language assessment by Mechanical Turk 1.0;;;;;;;
;;;;;;;
word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
des;8059;apr.78;12.982;2364;1234;--;1121
dha;8060;apr.78;11.657;4739;--;--;--
difference;8061;apr.78;11.830;1821;703;1965;1587
em;8062;apr.78;11.480;506;4159;--;485
ep;8063;apr.78;12.002;2553;--;--;--
essa;8064;apr.78;0.8873;3660;--;--;--
exit;8065;apr.78;15.687;4491;--;4648;4068
fate;8066;apr.78;12.664;--;2645;3861;964
fo;8067;apr.78;11.657;2852;--;--;2613
funk;8068;apr.78;16.199;--;--;--;1553
gat;8069;apr.78;14.609;--;--;--;2237
gimme;8070;apr.78;12.824;4681;--;--;771
gli;8071;apr.78;0.9750;--;--;--;3883
israel;8072;apr.78;17.296;3516;2062;668;--
je;8073;apr.78;10.554;1311;--;--;290
juss;8074;apr.78;0.6788;3551;--;--;--
kein;8075;apr.78;0.9957;--;--;--;3257
llorar;8076;apr.78;14.327;--;--;--;3669
meds;8077;apr.78;13.746;3592;--;--;--
military;8078;apr.78;17.530;3213;597;448;--
mud;8079;apr.78;17.761;--;--;--;2689
nasdaq;8080;apr.78;15.022;--;--;2978;--
nos;8081;apr.78;0.9322;2869;--;--;1272
nur;8082;apr.78;10.359;3241;--;--;1446
ohh;8083;apr.78;13.445;2059;--;--;1049
pena;8084;apr.78;13.138;--;--;--;4895
r;8085;apr.78;10.554;341;475;346;1592
reserved;8086;apr.78;14.039;--;3631;--;--
reversed;8087;apr.78;14.327;--;--;3463;--
sigo;8088;apr.78;0.9322;--;--;--;4878
sooo;8089;apr.78;15.022;770;--;--;--
stakes;8090;apr.78;0.9538;--;--;4581;--
suddenly;8091;apr.78;13.138;2799;1429;2129;1353
though;8092;apr.78;10.359;249;189;431;345
throwing;8093;apr.78;12.337;2810;--;4927;2880
tht;8094;apr.78;0.8154;1390;--;--;--
ver;8095;apr.78;0.9538;1601;--;--;1682
wallace;8096;apr.78;13.445;--;--;3988;--
wel;8097;apr.78;0.6158;3676;--;--;2668
wieder;8098;apr.78;0.9750;3391;--;--;2967
witnesses;8099;apr.78;14.609;--;4542;3208;--
wud;8100;apr.78;12.501;3248;--;--;--
tijd;8101;apr.78;14.757;--;--;--;4200
unseen;8102;apr.78;12.122;--;--;--;4605
@aplusk;8103;apr.76;11.168;--;--;--;--
@ddlovato;8104;apr.76;11.877;--;--;--;--
ahl;8105;apr.76;10.412;--;--;4868;--
aside;8106;apr.76;0.9161;4765;2436;2611;2117
bak;8107;apr.76;0.8935;3624;--;--;--
board;8108;apr.76;15.194;845;728;187;2936
buat;8109;apr.76;0.8935;3920;--;--;--
chilling;8110;apr.76;21.812;3060;--;--;--
cnt;8111;apr.76;0.7709;3329;--;--;--
coz;8112;apr.76;10.412;2725;--;--;1906
dat;8113;apr.76;12.048;514;--;--;543
departure;8114;apr.76;15.194;--;3595;3971;--
dolor;8115;apr.76;19.226;--;--;--;2714
economics;8116;apr.76;14.223;--;2712;2344;--
else;8117;apr.76;0.8935;484;885;1183;366
ese;8118;apr.76;10.606;4955;--;--;2489
essay;8119;apr.76;16.606;3170;3096;2662;--
gas;8120;apr.76;16.483;1461;1211;1194;1690
gd;8121;apr.76;0.8221;4395;--;--;--
governors;8122;apr.76;15.460;--;--;3005;--
kobe;8123;apr.76;17.907;3650;--;--;--
lately;8124;apr.76;16.107;1752;--;--;1585
les;8125;apr.76;12.048;1971;1908;--;876
management;8126;apr.76;14.365;1965;603;692;--
min;8127;apr.76;0.7440;1276;3653;--;4234
officials;8128;apr.76;13.637;4198;1999;180;--
ought;8129;apr.76;12.545;--;1330;3174;2238
oughta;8130;apr.76;12.867;--;--;--;2877
pieces;8131;apr.76;12.707;2874;1890;1869;1147
pig;8132;apr.76;21.050;2465;--;--;3171
por;8133;apr.76;10.214;447;--;--;473
pulled;8134;apr.76;11.528;2410;2935;2904;1331
quand;8135;apr.76;12.867;--;--;--;2562
re-election;8136;apr.76;16.971;--;--;--;--
repair;8137;apr.76;18.245;3818;3854;3663;--
report;8138;apr.76;13.334;1066;507;242;--
sa;8139;apr.76;0.9161;1852;3938;--;1321
sans;8140;apr.76;12.048;--;--;--;3228
sho;8141;apr.76;11.528;--;--;--;4035
sinai;8142;apr.76;11.528;--;--;3364;--
somewhat;8143;apr.76;13.334;4733;1145;2939;--
spent;8144;apr.76;15.460;941;1426;967;1068
ta;8145;apr.76;11.704;1549;--;--;1092
targets;8146;apr.76;14.786;--;--;4934;--
telerate;8147;apr.76;12.382;--;--;2852;--
tem;8148;apr.76;0.9161;1759;--;--;--
th;8149;apr.76;0.9161;1564;3661;--;--
tha;8150;apr.76;10.412;883;--;--;661
took;8151;apr.76;10.214;363;304;412;333
trippin;8152;apr.76;18.020;--;--;--;2933
tuh;8153;apr.76;11.877;4381;--;--;--
tupac;8154;apr.76;17.792;--;--;--;4254
weer;8155;apr.76;0.9161;4065;--;--;2510
weiss;8156;apr.76;14.078;--;--;3843;--
wenn;8157;apr.76;10.012;3264;--;--;1471
whats;8158;apr.76;0.9806;738;--;--;1499
wore;8159;apr.76;13.637;3684;3982;4970;2488
would've;8160;apr.76;10.012;--;--;--;--
woulda;8161;apr.76;12.382;4954;--;--;4079
xd;8162;apr.76;11.350;424;--;--;--
af;8163;apr.76;11.820;--;--;--;4523
coulda;8164;apr.76;13.774;--;--;--;3560
drift;8165;apr.76;14.795;--;--;--;2363
goed;8166;apr.76;10.110;--;--;--;3714
ihr;8167;apr.76;10.514;--;--;--;1920
niente;8168;apr.76;15.617;--;--;--;4324
tek;8169;apr.76;14.073;--;--;--;4417
sword;8170;apr.75;18.552;--;3565;--;2165
&c;8171;apr.74;10.314;--;3602;--;--
'em;8172;apr.74;0.9858;--;--;--;--
@adamlambert;8173;apr.74;20.385;--;--;--;--
admit;8174;apr.74;12.747;2198;2896;--;1716
alley;8175;apr.74;11.920;4398;--;--;2815
authority;8176;apr.74;15.884;--;668;935;--
b-includes;8177;apr.74;11.747;--;--;--;--
colo;8178;apr.74;13.524;--;--;4457;--
corner;8179;apr.74;13.524;1372;2201;2192;807
dag;8180;apr.74;13.219;--;--;--;2983
dah;8181;apr.74;12.423;3973;--;--;2415
dealers;8182;apr.74;14.957;--;--;3049;--
depending;8183;apr.74;15.493;--;2956;--;--
dow;8184;apr.74;11.747;--;--;3085;--
faz;8185;apr.74;0.6642;4714;--;--;--
fml;8186;apr.74;12.747;2222;--;--;--
gona;8187;apr.74;10.844;4780;--;--;--
had;8188;apr.74;0.8762;77;30;36;115
heavily;8189;apr.74;11.214;--;3489;3373;--
hook;8190;apr.74;11.395;2879;--;--;835
imma;8191;apr.74;11.214;1131;--;--;3078
judgment;8192;apr.74;18.385;--;1353;3443;--
licht;8193;apr.74;12.747;--;--;--;4249
load;8194;apr.74;10.654;2639;2067;--;1778
long;8195;apr.74;16.637;191;129;132;124
mines;8196;apr.74;15.493;--;4073;--;4151
minha;8197;apr.74;0.9858;2077;--;--;--
muito;8198;apr.74;0.9216;2425;--;--;--
myspace;8199;apr.74;18.049;1442;--;--;--
older;8200;apr.74;17.821;1983;1403;1781;1496
operate;8201;apr.74;17.001;--;3035;3230;--
otherwise;8202;apr.74;0.8283;2432;1177;2320;--
policy;8203;apr.74;14.401;3335;381;483;--
pull;8204;apr.74;11.747;1651;3719;3403;553
quem;8205;apr.74;12.747;3362;--;--;--
res;8206;apr.74;10.844;--;4237;--;--
resist;8207;apr.74;16.011;4823;4304;--;1866
saber;8208;apr.74;16.759;--;--;--;3197
smaller;8209;apr.74;14.820;4991;1474;2016;--
smh;8210;apr.74;0.7508;612;--;--;--
than;8211;apr.74;10.461;143;59;65;150
trials;8212;apr.74;17.239;--;3930;3826;--
yu;8213;apr.74;14.682;826;--;--;4223
zijn;8214;apr.74;0.6328;4618;--;--;1376
ci;8215;apr.73;11.863;--;--;--;1993
cling;8216;apr.73;14.688;--;--;--;3493
niemand;8217;apr.73;11.863;--;--;--;3436
possessed;8218;apr.73;19.124;--;2849;--;--
refrain;8219;apr.73;16.555;--;--;--;2112
thangs;8220;apr.73;15.381;--;--;--;2636
weg;8221;apr.73;12.209;--;--;--;2264
bwoy;8222;apr.73;15.401;--;--;--;4653
#tcot;8223;apr.72;0.9697;--;--;--;--
'i;8224;apr.72;11.959;--;--;--;--
43d;8225;apr.72;11.613;--;--;--;--
@johncmayer;8226;apr.72;14.003;--;--;--;--
a3;8227;apr.72;11.256;--;--;--;--
alien;8228;apr.72;16.293;3183;--;--;4583
assume;8229;apr.72;11.787;4259;1742;4057;--
bent;8230;apr.72;15.654;--;3880;--;1748
bestie;8231;apr.72;15.524;4598;--;--;--
citing;8232;apr.72;14.434;--;--;4396;--
claims;8233;apr.72;14.434;3368;1647;1833;--
condition;8234;apr.72;13.407;4093;635;1644;4771
ct;8235;apr.72;12.784;4179;4724;1063;--
d;8236;apr.72;0.9044;463;140;424;1174
dealer;8237;apr.72;17.961;--;--;4202;--
depends;8238;apr.72;0.8816;3000;1826;4587;4468
e;8239;apr.72;0.9044;304;327;319;384
estas;8240;apr.72;10.309;--;--;--;2306
fits;8241;apr.72;17.847;--;--;--;3677
government's;8242;apr.72;17.266;--;--;--;--
guessing;8243;apr.72;16.293;4808;--;--;--
huh;8244;apr.72;13.856;1214;--;--;605
loca;8245;apr.72;15.391;--;--;--;3964
medical;8246;apr.72;16.041;2115;836;367;--
meh;8247;apr.72;11.256;2814;--;--;--
melhor;8248;apr.72;13.559;3755;--;--;--
offset;8249;apr.72;11.959;--;--;4407;--
period;8250;apr.72;14.291;2216;284;625;--
pulmonary;8251;apr.72;13.856;--;3903;--;--
redman;8252;apr.72;14.988;--;--;--;4570
repeatedly;8253;apr.72;0.9485;--;4893;3522;--
ses;8254;apr.72;11.959;--;--;--;4949
sum1;8255;apr.72;15.391;--;--;--;--
surrounded;8256;apr.72;15.524;--;3240;3963;3024
tho;8257;apr.72;12.461;547;4306;--;--
umm;8258;apr.72;14.988;2606;--;--;4894
underneath;8259;apr.72;12.296;--;--;--;1384
vai;8260;apr.72;0.8091;2017;--;--;3455
wake;8261;apr.72;16.542;725;--;3715;486
wird;8262;apr.72;11.073;4817;--;--;2572
wk;8263;apr.72;0.9267;4872;--;--;--
wo;8264;apr.72;12.784;4755;--;--;871
doesn;8265;apr.71;12.247;--;2181;--;--
ei;8266;apr.71;0.8898;--;--;--;4113
induced;8267;apr.71;16.457;--;2289;--;--
interference;8268;apr.71;17.321;--;4107;--;--
komm;8269;apr.71;11.180;--;--;--;4707
obligations;8270;apr.71;16.073;--;3988;--;--
perder;8271;apr.71;12.583;--;--;--;4590
pues;8272;apr.71;15.811;--;--;--;3288
tus;8273;apr.71;13.693;--;--;--;1209
voel;8274;apr.71;11.291;--;--;--;4580
boundaries;8275;apr.70;15.592;--;3318;--;--
affairs;8276;apr.70;15.940;--;1152;1210;--
almost;8277;apr.70;10.351;422;308;521;801
boi;8278;apr.70;11.650;4522;--;--;4929
c;8279;apr.70;0.8391;655;197;385;1345
chasing;8280;apr.70;13.740;4896;--;--;2054
corporate;8281;apr.70;15.286;3425;2948;1032;--
corps;8282;apr.70;14.463;--;3336;2931;--
cos;8283;apr.70;0.7626;2065;--;--;810
crossed;8284;apr.70;13.740;3177;3372;--;2145
duty;8285;apr.70;12.657;3179;1096;3215;4663
except;8286;apr.70;14.033;1342;661;1881;1916
excessive;8287;apr.70;17.642;--;3470;--;--
geef;8288;apr.70;12.164;--;--;--;4320
gue;8289;apr.70;0.9949;1796;--;--;--
hella;8290;apr.70;15.551;1797;--;--;--
hound;8291;apr.70;15.811;--;--;--;4703
however;8292;apr.70;0.9742;1981;120;574;4294
inc;8293;apr.70;12.330;2479;2205;194;--
isso;8294;apr.70;10.738;3174;--;--;--
kno;8295;apr.70;0.8631;783;--;--;4187
lawmakers;8296;apr.70;14.604;--;--;2946;--
legislative;8297;apr.70;15.419;--;3164;2704;--
legislature;8298;apr.70;15.286;--;3373;2036;--
loc;8299;apr.70;11.112;--;--;--;4967
los;8300;apr.70;11.824;723;2459;585;601
mau;8301;apr.70;0.9313;2159;--;--;--
maybe;8302;apr.70;11.112;288;2222;1127;255
mere;8303;apr.70;13.132;--;1490;--;--
nail;8304;apr.70;14.321;3637;--;--;3635
neva;8305;apr.70;0.9949;3050;--;--;3331
nichts;8306;apr.70;11.824;--;--;--;3161
nuh;8307;apr.70;13.887;--;--;--;1621
nya;8308;apr.70;0.7354;3281;--;--;--
payment;8309;apr.70;20.025;--;2182;2990;--
pullin;8310;apr.70;14.178;--;--;--;4827
rocky;8311;apr.70;17.291;--;--;--;4343
sd;8312;apr.70;13.132;4844;--;--;--
senate;8313;apr.70;14.178;2396;2609;614;--
ser;8314;apr.70;10.926;1898;--;--;1261
serbian;8315;apr.70;13.286;--;--;4468;--
seriously;8316;apr.70;15.551;575;2843;2685;--
slight;8317;apr.70;10.546;--;2561;--;--
striking;8318;apr.70;18.763;--;2747;3966;--
tweeps;8319;apr.70;16.568;1899;--;--;--
wrk;8320;apr.70;15.419;4940;--;--;--
wth;8321;apr.70;10.546;3664;--;--;--
yet;8322;apr.70;0.7890;327;199;453;555
frontin;8323;apr.69;15.573;--;--;--;3687
iets;8324;apr.69;11.218;--;--;--;4743
sind;8325;apr.69;12.617;--;--;--;1900
weh;8326;apr.69;12.111;--;--;--;3401
shakes;8327;apr.69;18.237;--;--;--;4365
uns;8328;apr.69;11.878;--;--;--;1969
zou;8329;apr.69;14.754;--;--;--;3038
pasar;8330;apr.68;10.856;--;--;--;4832
ab;8331;apr.68;13.619;3216;4113;--;--
ba;8332;apr.68;12.848;3807;--;--;1032
bodies;8333;apr.68;16.218;--;1440;3572;1445
borrowed;8334;apr.68;14.348;--;--;--;4785
clinical;8335;apr.68;13.768;--;1350;2901;--
cross;8336;apr.68;17.076;1538;868;1759;748
curb;8337;apr.68;12.848;--;--;--;4681
cuz;8338;apr.68;17.195;440;--;--;313
deputy;8339;apr.68;13.468;--;4846;1349;--
doen;8340;apr.68;0.9781;--;--;--;4226
dun;8341;apr.68;13.915;4306;--;--;3367
einen;8342;apr.68;11.147;4118;--;--;4431
gibt;8343;apr.68;12.362;--;--;--;4510
har;8344;apr.68;13.768;4166;--;--;2865
how;8345;apr.68;10.190;55;107;144;68
inevitable;8346;apr.68;13.619;--;3731;--;--
institutions;8347;apr.68;16.835;--;1191;2071;--
islam;8348;apr.68;23.250;--;4514;--;--
knives;8349;apr.68;20.941;--;--;--;4875
kono;8350;apr.68;11.507;--;--;--;4782
nem;8351;apr.68;10.962;3445;--;--;4718
oldest;8352;apr.68;16.468;--;--;4553;--
op;8353;apr.68;0.7407;1410;2916;--;1022
overcast;8354;apr.68;16.591;4352;--;--;--
patient's;8355;apr.68;15.836;--;4257;--;--
pq;8356;apr.68;11.683;4685;--;--;--
qtr;8357;apr.68;11.683;--;--;2543;--
rapper;8358;apr.68;19.737;4504;--;--;2630
requires;8359;apr.68;10.190;--;1407;2356;--
ruling;8360;apr.68;14.490;--;4516;1520;--
shady;8361;apr.68;17.076;--;--;--;2124
sodium;8362;apr.68;15.043;--;3254;--;--
spots;8363;apr.68;14.061;4453;--;4940;3660
threw;8364;apr.68;10.583;2696;3673;3813;1516
uu;8365;apr.68;12.196;3923;--;--;--
wereld;8366;apr.68;11.507;--;--;--;4869
wht;8367;apr.68;13.005;3793;--;--;--
wir;8368;apr.68;13.161;--;--;--;1090
bg;8369;apr.67;0.9217;--;--;--;3563
bump;8370;apr.67;14.199;--;--;--;1543
dein;8371;apr.67;11.436;--;--;--;2442
dependence;8372;apr.67;19.620;--;3509;--;--
flesh;8373;apr.67;15.598;--;2983;--;1045
hustle;8374;apr.67;16.880;--;--;--;2010
immer;8375;apr.67;10.486;--;--;--;2338
nooit;8376;apr.67;14.774;--;--;--;2697
dicen;8377;apr.67;11.361;--;--;--;4379
tumble;8378;apr.67;17.023;--;--;--;4665
13th;8379;apr.66;16.856;--;--;--;--
agora;8380;apr.66;16.113;2490;--;--;--
borrow;8381;apr.66;15.729;4792;--;--;3845
drip;8382;apr.66;13.940;--;--;--;2770
forms;8383;apr.66;13.342;--;530;3035;--
freakin;8384;apr.66;18.584;2584;--;--;--
ga;8385;apr.66;0.8715;1079;--;3765;1210
hole;8386;apr.66;0.9607;2229;3069;3143;884
if;8387;apr.66;0.8947;43;43;57;37
inquiry;8388;apr.66;13.793;--;3153;2779;--
islamic;8389;apr.66;15.201;--;--;3104;--
iz;8390;apr.66;11.886;3259;--;--;--
minor;8391;apr.66;12.554;4297;2082;2175;--
nach;8392;apr.66;12.875;4207;--;--;2702
nuttin;8393;apr.66;13.793;--;--;--;2485
odd;8394;apr.66;16.489;1387;4330;--;--
pile;8395;apr.66;0.8947;4848;--;--;3824
punk;8396;apr.66;15.201;3147;--;--;1285
quisiera;8397;apr.66;14.086;--;--;--;3732
ruff;8398;apr.66;16.239;--;--;--;3223
seu;8399;apr.66;11.537;3619;--;--;--
shorty;8400;apr.66;14.654;3628;--;--;1348
strung;8401;apr.66;13.342;--;--;--;4276
ter;8402;apr.66;0.9392;4057;--;--;--
theres;8403;apr.66;12.390;1820;--;--;1369
tua;8404;apr.66;11.359;--;--;--;4367
um;8405;apr.66;0.9172;580;--;--;1198
v;8406;apr.66;13.032;1109;358;1401;3095
wanting;8407;apr.66;14.792;2184;4905;--;1609
yeltsin;8408;apr.66;10.616;--;--;4240;--
yur;8409;apr.66;13.342;3683;--;--;--
indirect;8410;apr.65;13.927;--;4145;--;--
rappin;8411;apr.65;19.100;--;--;--;3710
raps;8412;apr.65;17.387;--;--;--;3192
stripped;8413;apr.65;19.317;--;--;--;4538
tire;8414;apr.65;14.938;--;--;--;4992
undone;8415;apr.65;12.341;--;--;--;2380
wolves;8416;apr.65;22.781;--;--;--;3835
mek;8417;apr.65;0.8377;--;--;--;2862
#ff;8418;apr.64;13.667;--;--;--;--
b3;8419;apr.64;0.9848;--;--;--;--
crazy;8420;apr.64;22.566;383;--;4761;312
dry;8421;apr.64;12.578;2000;1565;3464;908
euch;8422;apr.64;11.911;--;--;--;3599
f;8423;apr.64;14.675;970;482;338;2430
freak;8424;apr.64;19.247;2706;--;--;944
freaky;8425;apr.64;19.458;--;--;--;1958
fucking;8426;apr.64;29.260;448;--;--;620
fuera;8427;apr.64;11.563;--;--;--;4686
ganz;8428;apr.64;13.211;--;--;--;3554
government;8429;apr.64;16.383;1675;157;161;2708
heb;8430;apr.64;0.9424;4317;--;--;1905
hv;8431;apr.64;11.386;4147;--;--;--
ini;8432;apr.64;11.205;2469;--;--;--
kijk;8433;apr.64;12.578;--;--;--;4783
lbs;8434;apr.64;11.021;4389;--;--;--
left;8435;apr.64;14.394;360;205;292;183
lust;8436;apr.64;20.380;3998;--;--;1596
muslim;8437;apr.64;16.995;--;3734;3274;--
nj;8438;apr.64;10.835;3244;--;229;--
po;8439;apr.64;13.056;4231;--;3242;4273
pretend;8440;apr.64;12.739;3680;--;--;936
que;8441;apr.64;13.962;194;2340;--;118
slit;8442;apr.64;15.086;--;--;--;4608
soviet;8443;apr.64;13.365;--;1173;669;--
un;8444;apr.64;0.7217;540;1841;3819;267
yer;8445;apr.64;11.205;4507;--;--;3001
compton;8446;apr.63;14.244;--;--;--;4051
fragments;8447;apr.63;15.505;--;4081;--;--
geht;8448;apr.63;13.180;--;--;--;3405
stares;8449;apr.63;14.957;--;--;--;4300
stiff;8450;apr.63;16.795;--;--;--;4629
wasn;8451;apr.63;12.697;--;1911;--;--
zij;8452;apr.63;14.676;--;--;--;4616
#mm;8453;apr.62;14.553;--;--;--;--
**municipal;8454;apr.62;13.536;--;--;--;--
@joejonas;8455;apr.62;14.270;--;--;--;--
@nickjonas;8456;apr.62;15.635;--;--;--;--
altijd;8457;apr.62;13.231;--;--;--;3558
bull;8458;apr.62;13.076;2349;3840;--;3767
bureau;8459;apr.62;12.919;--;3060;1502;--
dick;8460;apr.62;17.830;1510;--;3171;713
diet;8461;apr.62;17.248;1620;3018;--;--
gasoline;8462;apr.62;14.553;--;--;3887;4189
gov;8463;apr.62;14.968;3747;--;1756;--
governments;8464;apr.62;17.010;--;2163;2615;--
gray;8465;apr.62;13.384;4307;2640;2598;1904
holes;8466;apr.62;0.9666;--;4410;4300;2106
holler;8467;apr.62;14.270;--;--;--;3255
lease;8468;apr.62;12.599;--;--;3962;--
lebanon;8469;apr.62;13.536;--;--;3322;--
noone;8470;apr.62;13.981;--;--;--;4700
ol';8471;apr.62;16.022;--;--;--;--
out;8472;apr.62;10.476;36;68;68;38
palestinian;8473;apr.62;16.022;--;--;1850;--
past;8474;apr.62;16.022;704;484;464;465
peasants;8475;apr.62;16.149;--;4194;--;--
pigs;8476;apr.62;20.293;--;--;--;4215
pressed;8477;apr.62;13.076;--;3732;--;4855
serbs;8478;apr.62;13.686;--;--;4166;--
short-term;8479;apr.62;13.076;--;--;--;--
wid;8480;apr.62;10.669;4820;--;--;3432
year-ago;8481;apr.62;14.553;--;--;--;--
atomic;8482;apr.61;17.890;--;4271;--;--
daze;8483;apr.61;14.407;--;--;--;4370
feds;8484;apr.61;21.967;--;--;--;3721
ib;8485;apr.61;13.967;--;4677;--;--
jij;8486;apr.61;11.331;--;--;--;1742
inspection;8487;apr.61;15.506;--;4128;--;--
dit;8488;apr.60;12.839;--;--;--;1790
76th;8489;apr.60;10.880;--;--;--;--
bind;8490;apr.60;17.843;--;--;--;4155
bound;8491;apr.60;13.553;3416;1432;4393;1061
bruh;8492;apr.60;11.952;4610;--;--;--
commercial;8493;apr.60;16.162;1537;1397;1072;--
dar;8494;apr.60;12.122;4680;--;--;3175
differences;8495;apr.60;13.997;--;913;3139;--
fiscal;8496;apr.60;13.553;--;4856;1479;--
flames;8497;apr.60;18.736;--;--;--;1458
half;8498;apr.60;10.102;524;353;547;593
ik;8499;apr.60;0.9476;1297;--;--;331
jg;8500;apr.60;10.690;4304;--;--;--
later;8501;apr.60;13.553;477;239;352;929
lemme;8502;apr.60;11.249;3875;--;--;2427
li;8503;apr.60;11.606;4857;4241;819;3032
little;8504;apr.60;13.401;178;133;266;104
mal;8505;apr.60;13.702;1765;--;--;1570
nme;8506;apr.60;0.7825;4477;--;--;--
nunca;8507;apr.60;10.302;4773;--;--;1492
obligation;8508;apr.60;14.142;--;3694;4242;--
pretax;8509;apr.60;14.569;--;--;2570;--
q;8510;apr.60;0.9689;706;2453;1983;3082
recall;8511;apr.60;22.768;4770;3177;4105;1950
sack;8512;apr.60;14.983;--;--;--;2499
shawty;8513;apr.60;17.496;--;--;--;3202
sticky;8514;apr.60;13.248;--;--;--;3292
tight;8515;apr.60;12.454;1936;4655;3595;511
trigger;8516;apr.60;19.483;--;--;--;2253
under;8517;apr.60;13.093;558;113;171;396
used;8518;apr.60;14.846;425;123;309;296
vs;8519;apr.60;0.8330;621;3805;--;--
was;8520;apr.60;0.8081;27;12;14;39
bark;8521;apr.59;18.475;--;--;--;4245
disguise;8522;apr.59;13.832;--;--;--;1766
gots;8523;apr.59;14.849;--;--;--;2280
och;8524;apr.59;10.977;--;--;--;3633
seldom;8525;apr.59;15.187;--;3249;--;--
dir;8526;apr.58;0.9416;--;--;--;1395
tarde;8527;apr.58;14.267;--;--;--;4373
@revrunwisdom;8528;apr.58;13.566;--;--;--;--
aan;8529;apr.58;13.415;3780;--;--;1628
als;8530;apr.58;10.897;2505;--;--;838
although;8531;apr.58;13.262;1494;237;542;1646
bgt;8532;apr.58;12.469;3580;--;--;--
busy;8533;apr.58;18.305;674;3414;3909;1504
c-includes;8534;apr.58;12.792;--;--;--;--
cit;8535;apr.58;12.137;--;4662;--;--
congressional;8536;apr.58;17.507;--;--;1611;--
differ;8537;apr.58;13.415;--;2971;--;--
emo;8538;apr.58;13.864;4603;--;--;--
excuse;8539;apr.58;15.265;1328;4683;--;1892
fighter;8540;apr.58;16.548;3961;--;--;--
gtgt;8541;apr.58;14.441;2931;--;--;--
gunna;8542;apr.58;11.968;2506;--;--;4178
hazy;8543;apr.58;14.859;--;--;--;4839
hit;8544;apr.58;18.080;218;2768;881;276
insisted;8545;apr.58;13.415;--;3655;2919;--
inspector;8546;apr.58;13.107;--;--;4477;--
institution;8547;apr.58;15.791;--;2021;2409;--
jigga;8548;apr.58;13.716;--;--;--;4870
jurors;8549;apr.58;14.010;--;--;4308;--
kom;8550;apr.58;12.137;--;--;--;2806
lls;8551;apr.58;14.299;3884;--;--;--
lock;8552;apr.58;10.120;3205;--;--;1180
police;8553;apr.58;18.526;1009;1258;212;1354
radical;8554;apr.58;16.174;--;2553;4717;--
saudi;8555;apr.58;14.299;--;--;3179;--
senator;8556;apr.58;14.299;--;4492;612;--
stops;8557;apr.58;12.137;3487;--;4424;2035
whatever;8558;apr.58;0.9916;1091;943;1668;606
durch;8559;apr.57;14.720;--;--;--;3692
unreal;8560;apr.57;16.708;--;--;--;4606
zal;8561;apr.57;11.902;--;--;--;3360
dose;8562;apr.56;15.004;--;3020;--;--
uit;8563;apr.56;13.824;--;--;--;2589
#idothat2;8564;apr.56;16.922;--;--;--;--
#NAVN?;8565;apr.56;12.149;--;--;--;--
@jordanknight;8566;apr.56;13.118;--;--;--;--
ads;8567;apr.56;18.424;1848;--;3357;--
anymore;8568;apr.56;11.634;862;--;4890;531
auf;8569;apr.56;11.457;1760;--;--;1149
blade;8570;apr.56;16.183;--;--;--;2723
blues;8571;apr.56;19.811;2772;--;3400;768
bout;8572;apr.56;13.273;410;--;--;566
boxing;8573;apr.56;18.534;4456;--;1889;--
broker;8574;apr.56;15.670;--;--;4053;--
bust;8575;apr.56;16.433;3994;--;--;806
crunk;8576;apr.56;17.280;--;--;--;2960
gon;8577;apr.56;11.980;1858;--;--;1093
grey;8578;apr.56;16.433;2959;3632;--;1385
hoe;8579;apr.56;11.980;2667;--;--;925
kuwait;8580;apr.56;16.801;--;--;4672;--
merely;8581;apr.56;11.457;--;914;3328;--
outta;8582;apr.56;11.278;1338;--;--;818
queda;8583;apr.56;11.457;--;--;--;4111
seh;8584;apr.56;15.005;--;--;--;2785
stoned;8585;apr.56;22.054;--;--;--;3112
w/o;8586;apr.56;12.961;--;--;--;--
yg;8587;apr.56;10.529;1394;--;--;--
separately;8588;apr.55;15.147;--;4783;--;--
uhh;8589;apr.55;12.427;--;--;--;1190
gaat;8590;apr.55;12.912;--;--;--;3189
appendix;8591;apr.54;12.370;--;2739;--;--
#epicpetwars;8592;apr.54;11.988;--;--;--;--
#formspringme;8593;apr.54;12.324;--;--;--;--
#shoutout;8594;apr.54;17.168;--;--;--;--
arbitrary;8595;apr.54;15.012;--;4425;--;--
axe;8596;apr.54;18.649;--;--;--;4399
beneath;8597;apr.54;11.287;--;2433;4768;1099
bit;8598;apr.54;11.287;382;1663;1399;558
blocks;8599;apr.54;14.172;--;3692;3767;2717
bom;8600;apr.54;14.598;2411;--;--;3667
caused;8601;apr.54;0.9082;3977;1082;1753;3283
command;8602;apr.54;15.806;--;1136;3431;2541
